State Code,District Code,Area Name,Total/ Rural/ Urban,Adolescent and youth categories,Total Population - Persons,Total Population - Males,Total Population - Females,Scheduled Caste - Persons,Scheduled Tribe - Persons,Scheduled Tribe - Males,Illiiterates - Total - Persons,Illiiterates - Total - Males,Illiiterates - Total - Females,Main Worker - Agricultural labourers - Persons
9,181,District - Shrawasti (50),Urban,20-24,3782,2031,1751,103,1,0,1122,533,589,82
9,181,District - Shrawasti (50),Urban,Adolescent (10-19),9664,5092,4572,356,2,1,2404,1291,1113,44
9,181,District - Shrawasti (50),Urban,Youth (15-24),8543,4541,4002,276,3,1,2408,1222,1186,121
9,182,District - Balrampur (51),Total,All Ages,2148665,1114721,1033944,277212,24887,12657,1280308,569778,710530,143090
9,182,District - Balrampur (51),Total,10-14,289199,153657,135542,35219,3503,1842,78502,35889,42613,3087
9,182,District - Balrampur (51),Total,15-19,223567,117153,106414,26169,2534,1348,72924,30505,42419,13134
9,182,District - Balrampur (51),Total,20-24,169110,87080,82030,21076,1892,915,76240,27364,48876,18843
9,182,District - Balrampur (51),Total,Adolescent (10-19),512766,270810,241956,61388,6037,3190,151426,66394,85032,16221
9,182,District - Balrampur (51),Total,Youth (15-24),392677,204233,188444,47245,4426,2263,149164,57869,91295,31977
9,182,District - Balrampur (51),Rural,All Ages,1982274,1027943,954331,268612,24750,12605,1209264,536730,672534,138828
9,182,District - Balrampur (51),Rural,10-14,268098,142665,125433,34146,3453,1834,73358,33292,40066,3022
9,182,District - Balrampur (51),Rural,15-19,202759,106219,96540,25148,2520,1339,67741,27735,40006,12703
9,182,District - Balrampur (51),Rural,20-24,152690,78157,74533,20283,1883,910,71997,25247,46750,18231
9,182,District - Balrampur (51),Rural,Adolescent (10-19),470857,248884,221973,59294,5973,3173,141099,61027,80072,15725
9,182,District - Balrampur (51),Rural,Youth (15-24),355449,184376,171073,45431,4403,2249,139738,52982,86756,30934
9,182,District - Balrampur (51),Urban,All Ages,166391,86778,79613,8600,137,52,71044,33048,37996,4262
9,182,District - Balrampur (51),Urban,10-14,21101,10992,10109,1073,50,8,5144,2597,2547,65
9,182,District - Balrampur (51),Urban,15-19,20808,10934,9874,1021,14,9,5183,2770,2413,431
9,182,District - Balrampur (51),Urban,20-24,16420,8923,7497,793,9,5,4243,2117,2126,612
9,182,District - Balrampur (51),Urban,Adolescent (10-19),41909,21926,19983,2094,64,17,10327,5367,4960,496
9,182,District - Balrampur (51),Urban,Youth (15-24),37228,19857,17371,1814,23,14,9426,4887,4539,1043
9,183,District - Gonda (52),Total,All Ages,3433919,1787146,1646773,531973,870,476,1753925,752965,1000960,200475
9,183,District - Gonda (52),Total,10-14,455948,240736,215212,69440,105,68,80094,36450,43644,4481
9,183,District - Gonda (52),Total,15-19,374033,199296,174737,54075,97,54,84213,34854,49359,17582
9,183,District - Gonda (52),Total,20-24,286212,148915,137297,41913,71,39,97591,32586,65005,26251
9,183,District - Gonda (52),Total,Adolescent (10-19),829981,440032,389949,123515,202,122,164307,71304,93003,22063
9,183,District - Gonda (52),Total,Youth (15-24),660245,348211,312034,95988,168,93,181804,67440,114364,43833
9,183,District - Gonda (52),Rural,All Ages,3208890,1669058,1539832,515769,626,336,1679725,718811,960914,195086
9,183,District - Gonda (52),Rural,10-14,429435,226763,202672,67428,73,45,76161,34410,41751,4411
9,183,District - Gonda (52),Rural,15-19,345345,183977,161368,51986,58,36,79994,32574,47420,17110
9,183,District - Gonda (52),Rural,20-24,262330,135840,126490,40285,41,24,93594,30592,63002,25526
9,183,District - Gonda (52),Rural,Adolescent (10-19),774780,410740,364040,119414,131,81,156155,66984,89171,21521
9,183,District - Gonda (52),Rural,Youth (15-24),607675,319817,287858,92271,99,60,173588,63166,110422,42636
9,183,District - Gonda (52),Urban,All Ages,225029,118088,106941,16204,244,140,74200,34154,40046,5389
9,183,District - Gonda (52),Urban,10-14,26513,13973,12540,2012,32,23,3933,2040,1893,70
9,183,District - Gonda (52),Urban,15-19,28688,15319,13369,2089,39,18,4219,2280,1939,472
9,183,District - Gonda (52),Urban,20-24,23882,13075,10807,1628,30,15,3997,1994,2003,725
9,183,District - Gonda (52),Urban,Adolescent (10-19),55201,29292,25909,4101,71,41,8152,4320,3832,542
9,183,District - Gonda (52),Urban,Youth (15-24),52570,28394,24176,3717,69,33,8216,4274,3942,1197
9,184,District - Siddharthnagar (53),Total,All Ages,2559297,1295095,1264202,408763,12021,6087,1330371,554377,775994,133485
9,184,District - Siddharthnagar (53),Total,10-14,347043,178250,168793,53229,1615,803,52098,22034,30064,2683
9,184,District - Siddharthnagar (53),Total,15-19,267015,131641,135374,38834,1247,641,54676,18332,36344,9759
9,184,District - Siddharthnagar (53),Total,20-24,195854,95507,100347,30560,978,459,64652,16919,47733,15701
9,184,District - Siddharthnagar (53),Total,Adolescent (10-19),614058,309891,304167,92063,2862,1444,106774,40366,66408,12442
9,184,District - Siddharthnagar (53),Total,Youth (15-24),462869,227148,235721,69394,2225,1100,119328,35251,84077,25460
9,184,District - Siddharthnagar (53),Rural,All Ages,2398606,1212141,1186465,392650,10590,5365,1267299,526905,740394,128131
9,184,District - Siddharthnagar (53),Rural,10-14,326227,167599,158628,51151,1432,722,49141,20587,28554,2630
9,184,District - Siddharthnagar (53),Rural,15-19,247283,121606,125677,36995,1086,551,51657,16928,34729,9396
9,184,District - Siddharthnagar (53),Rural,20-24,180573,87378,93195,29232,842,387,61600,15735,45865,15080
9,184,District - Siddharthnagar (53),Rural,Adolescent (10-19),573510,289205,284305,88146,2518,1273,100798,37515,63283,12026
9,184,District - Siddharthnagar (53),Rural,Youth (15-24),427856,208984,218872,66227,1928,938,113257,32663,80594,24476
9,184,District - Siddharthnagar (53),Urban,All Ages,160691,82954,77737,16113,1431,722,63072,27472,35600,5354
9,184,District - Siddharthnagar (53),Urban,10-14,20816,10651,10165,2078,183,81,2957,1447,1510,53
9,184,District - Siddharthnagar (53),Urban,15-19,19732,10035,9697,1839,161,90,3019,1404,1615,363
9,184,District - Siddharthnagar (53),Urban,20-24,15281,8129,7152,1328,136,72,3052,1184,1868,621
9,184,District - Siddharthnagar (53),Urban,Adolescent (10-19),40548,20686,19862,3917,344,171,5976,2851,3125,416
9,184,District - Siddharthnagar (53),Urban,Youth (15-24),35013,18164,16849,3167,297,162,6071,2588,3483,984
9,185,District - Basti (54),Total,All Ages,2464464,1255272,1209192,513959,3620,1876,1070681,435553,635128,94482
9,185,District - Basti (54),Total,10-14,332828,172020,160808,69783,522,305,28873,12898,15975,1243
9,185,District - Basti (54),Total,15-19,282348,142241,140107,56592,416,201,33949,12308,21641,6370
9,185,District - Basti (54),Total,20-24,202836,100983,101853,39909,324,157,42781,11585,31196,11024
9,185,District - Basti (54),Total,Adolescent (10-19),615176,314261,300915,126375,938,506,62822,25206,37616,7613
9,185,District - Basti (54),Total,Youth (15-24),485184,243224,241960,96501,740,358,76730,23893,52837,17394
9,185,District - Basti (54),Rural,All Ages,2326367,1182846,1143521,493904,3240,1668,1033048,419367,613681,93406
9,185,District - Basti (54),Rural,10-14,317527,163907,153620,67352,475,275,27515,12235,15280,1235
9,185,District - Basti (54),Rural,15-19,265195,133047,132148,53986,370,178,32359,11527,20832,6301
9,185,District - Basti (54),Rural,20-24,188130,93272,94858,37987,279,136,41223,10890,30333,10904
9,185,District - Basti (54),Rural,Adolescent (10-19),582722,296954,285768,121338,845,453,59874,23762,36112,7536
9,185,District - Basti (54),Rural,Youth (15-24),453325,226319,227006,91973,649,314,73582,22417,51165,17205
9,185,District - Basti (54),Urban,All Ages,138097,72426,65671,20055,380,208,37633,16186,21447,1076
9,185,District - Basti (54),Urban,10-14,15301,8113,7188,2431,47,30,1358,663,695,8
9,185,District - Basti (54),Urban,15-19,17153,9194,7959,2606,46,23,1590,781,809,69
9,185,District - Basti (54),Urban,20-24,14706,7711,6995,1922,45,21,1558,695,863,120
9,185,District - Basti (54),Urban,Adolescent (10-19),32454,17307,15147,5037,93,53,2948,1444,1504,77
9,185,District - Basti (54),Urban,Youth (15-24),31859,16905,14954,4528,91,44,3148,1476,1672,189
9,186,District - Sant Kabir Nagar (55),Total,All Ages,1715183,869656,845527,369039,1593,823,760234,302558,457676,72795
9,186,District - Sant Kabir Nagar (55),Total,10-14,234206,120818,113388,50469,222,117,22259,9852,12407,1326
9,186,District - Sant Kabir Nagar (55),Total,15-19,195757,98046,97711,40452,161,82,24196,8333,15863,5143
9,186,District - Sant Kabir Nagar (55),Total,20-24,138422,69436,68986,28646,137,65,30176,7755,22421,8504
9,186,District - Sant Kabir Nagar (55),Total,Adolescent (10-19),429963,218864,211099,90921,383,199,46455,18185,28270,6469
9,186,District - Sant Kabir Nagar (55),Total,Youth (15-24),334179,167482,166697,69098,298,147,54372,16088,38284,13647
9,186,District - Sant Kabir Nagar (55),Rural,All Ages,1586652,802609,784043,353460,1561,802,713850,282738,431112,71353
9,186,District - Sant Kabir Nagar (55),Rural,10-14,217700,112076,105624,48437,220,116,20582,9014,11568,1316
9,186,District - Sant Kabir Nagar (55),Rural,15-19,179773,89699,90074,38603,157,78,22238,7410,14828,5029
9,186,District - Sant Kabir Nagar (55),Rural,20-24,126064,62913,63151,27294,131,61,28204,6972,21232,8331
9,186,District - Sant Kabir Nagar (55),Rural,Adolescent (10-19),397473,201775,195698,87040,377,194,42820,16424,26396,6345
9,186,District - Sant Kabir Nagar (55),Rural,Youth (15-24),305837,152612,153225,65897,288,139,50442,14382,36060,13360
9,186,District - Sant Kabir Nagar (55),Urban,All Ages,128531,67047,61484,15579,32,21,46384,19820,26564,1442
9,186,District - Sant Kabir Nagar (55),Urban,10-14,16506,8742,7764,2032,2,1,1677,838,839,10
9,186,District - Sant Kabir Nagar (55),Urban,15-19,15984,8347,7637,1849,4,4,1958,923,1035,114
9,186,District - Sant Kabir Nagar (55),Urban,20-24,12358,6523,5835,1352,6,4,1972,783,1189,173
9,186,District - Sant Kabir Nagar (55),Urban,Adolescent (10-19),32490,17089,15401,3881,6,5,3635,1761,1874,124
9,186,District - Sant Kabir Nagar (55),Urban,Youth (15-24),28342,14870,13472,3201,10,8,3930,1706,2224,287
9,187,District - Mahrajganj (56),Total,All Ages,2684703,1381754,1302949,492976,16435,8361,1265559,500080,765479,154252
9,187,District - Mahrajganj (56),Total,10-14,359522,184890,174632,65565,2210,1131,40755,17230,23525,2846
9,187,District - Mahrajganj (56),Total,15-19,288136,152063,136073,51599,1809,895,41231,14240,26991,9671
9,187,District - Mahrajganj (56),Total,20-24,209779,108066,101713,37610,1357,690,55777,13315,42462,15851
9,187,District - Mahrajganj (56),Total,Adolescent (10-19),647658,336953,310705,117164,4019,2026,81986,31470,50516,12517
9,187,District - Mahrajganj (56),Total,Youth (15-24),497915,260129,237786,89209,3166,1585,97008,27555,69453,25522
9,187,District - Mahrajganj (56),Rural,All Ages,2549973,1312126,1237847,475865,15037,7652,1222797,482642,740155,151534
9,187,District - Mahrajganj (56),Rural,10-14,342689,176195,166494,63325,2015,1026,39283,16527,22756,2827
9,187,District - Mahrajganj (56),Rural,15-19,271778,143567,128211,49549,1616,809,39777,13559,26218,9520
9,187,District - Mahrajganj (56),Rural,20-24,196931,101257,95674,36140,1218,619,54166,12725,41441,15579
9,187,District - Mahrajganj (56),Rural,Adolescent (10-19),614467,319762,294705,112874,3631,1835,79060,30086,48974,12347
9,187,District - Mahrajganj (56),Rural,Youth (15-24),468709,244824,223885,85689,2834,1428,93943,26284,67659,25099
9,187,District - Mahrajganj (56),Urban,All Ages,134730,69628,65102,17111,1398,709,42762,17438,25324,2718
9,187,District - Mahrajganj (56),Urban,10-14,16833,8695,8138,2240,195,105,1472,703,769,19
9,187,District - Mahrajganj (56),Urban,15-19,16358,8496,7862,2050,193,86,1454,681,773,151
9,187,District - Mahrajganj (56),Urban,20-24,12848,6809,6039,1470,139,71,1611,590,1021,272
9,187,District - Mahrajganj (56),Urban,Adolescent (10-19),33191,17191,16000,4290,388,191,2926,1384,1542,170
9,187,District - Mahrajganj (56),Urban,Youth (15-24),29206,15305,13901,3520,332,157,3065,1271,1794,423
9,188,District - Gorakhpur (57),Total,All Ages,4440895,2277777,2163118,936061,18172,9261,1740567,683887,1056680,163544
9,188,District - Gorakhpur (57),Total,10-14,562933,291537,271396,124687,2187,1102,52605,23528,29077,2538
9,188,District - Gorakhpur (57),Total,15-19,519152,270711,248441,110779,2160,1120,55778,21871,33907,10437
9,188,District - Gorakhpur (57),Total,20-24,390991,201681,189310,77921,1720,859,69726,19848,49878,17563
9,188,District - Gorakhpur (57),Total,Adolescent (10-19),1082085,562248,519837,235466,4347,2222,108383,45399,62984,12975
9,188,District - Gorakhpur (57),Total,Youth (15-24),910143,472392,437751,188700,3880,1979,125504,41719,83785,28000
9,188,District - Gorakhpur (57),Rural,All Ages,3604766,1838726,1766040,849249,14499,7367,1518138,587816,930322,156437
9,188,District - Gorakhpur (57),Rural,10-14,472075,243709,228366,114389,1773,907,43741,19166,24575,2433
9,188,District - Gorakhpur (57),Rural,15-19,419097,217690,201407,99696,1709,891,46365,17128,29237,9986
9,188,District - Gorakhpur (57),Rural,20-24,303743,155203,148540,69071,1328,666,60214,15653,44561,16898
9,188,District - Gorakhpur (57),Rural,Adolescent (10-19),891172,461399,429773,214085,3482,1798,90106,36294,53812,12419
9,188,District - Gorakhpur (57),Rural,Youth (15-24),722840,372893,349947,168767,3037,1557,106579,32781,73798,26884
9,188,District - Gorakhpur (57),Urban,All Ages,836129,439051,397078,86812,3673,1894,222429,96071,126358,7107
9,188,District - Gorakhpur (57),Urban,10-14,90858,47828,43030,10298,414,195,8864,4362,4502,105
9,188,District - Gorakhpur (57),Urban,15-19,100055,53021,47034,11083,451,229,9413,4743,4670,451
9,188,District - Gorakhpur (57),Urban,20-24,87248,46478,40770,8850,392,193,9512,4195,5317,665
9,188,District - Gorakhpur (57),Urban,Adolescent (10-19),190913,100849,90064,21381,865,424,18277,9105,9172,556
9,188,District - Gorakhpur (57),Urban,Youth (15-24),187303,99499,87804,19933,843,422,18925,8938,9987,1116
9,189,District - Kushinagar (58),Total,All Ages,3564544,1818055,1746489,544231,80269,41003,1609724,634333,975391,177147
9,189,District - Kushinagar (58),Total,10-14,464583,238590,225993,70495,10601,5455,53875,22938,30937,2924
9,189,District - Kushinagar (58),Total,15-19,387712,201269,186443,56314,8843,4634,52791,18864,33927,10543
9,189,District - Kushinagar (58),Total,20-24,274817,141103,133714,39832,6028,3117,62963,16328,46635,17367
9,189,District - Kushinagar (58),Total,Adolescent (10-19),852295,439859,412436,126809,19444,10089,106666,41802,64864,13467
9,189,District - Kushinagar (58),Total,Youth (15-24),662529,342372,320157,96146,14871,7751,115754,35192,80562,27910
9,189,District - Kushinagar (58),Rural,All Ages,3396437,1730377,1666060,533210,76851,39171,1550686,608532,942154,172280
9,189,District - Kushinagar (58),Rural,10-14,444632,228109,216523,69085,10147,5208,50802,21413,29389,2889
9,189,District - Kushinagar (58),Rural,15-19,368282,191108,177174,55013,8432,4404,50031,17457,32574,10300
9,189,District - Kushinagar (58),Rural,20-24,258992,132598,126394,38875,5762,2963,60439,15214,45225,16923
9,189,District - Kushinagar (58),Rural,Adolescent (10-19),812914,419217,393697,124098,18579,9612,100833,38870,61963,13189
9,189,District - Kushinagar (58),Rural,Youth (15-24),627274,323706,303568,93888,14194,7367,110470,32671,77799,27223
9,189,District - Kushinagar (58),Urban,All Ages,168107,87678,80429,11021,3418,1832,59038,25801,33237,4867
9,189,District - Kushinagar (58),Urban,10-14,19951,10481,9470,1410,454,247,3073,1525,1548,35
9,189,District - Kushinagar (58),Urban,15-19,19430,10161,9269,1301,411,230,2760,1407,1353,243
9,189,District - Kushinagar (58),Urban,20-24,15825,8505,7320,957,266,154,2524,1114,1410,444
9,189,District - Kushinagar (58),Urban,Adolescent (10-19),39381,20642,18739,2711,865,477,5833,2932,2901,278
9,189,District - Kushinagar (58),Urban,Youth (15-24),35255,18666,16589,2258,677,384,5284,2521,2763,687
9,190,District - Deoria (59),Total,All Ages,3100946,1537436,1563510,468663,109894,54216,1225707,458148,767559,85751
9,190,District - Deoria (59),Total,10-14,408594,209615,198979,63410,15171,7681,28544,12486,16058,1187
9,190,District - Deoria (59),Total,15-19,363661,181260,182401,55139,13037,6441,32310,11230,21080,4744
9,190,District - Deoria (59),Total,20-24,253930,124295,129635,36880,8643,4189,41391,10258,31133,8341
9,190,District - Deoria (59),Total,Adolescent (10-19),772255,390875,381380,118549,28208,14122,60854,23716,37138,5931
9,190,District - Deoria (59),Total,Youth (15-24),617591,305555,312036,92019,21680,10630,73701,21488,52213,13085
9,190,District - Deoria (59),Rural,All Ages,2784143,1373111,1411032,440954,102946,50588,1129716,417822,711894,82573
9,190,District - Deoria (59),Rural,10-14,370808,189808,181000,59719,14275,7206,25240,10904,14336,1168
9,190,District - Deoria (59),Rural,15-19,325946,161567,164379,51749,12231,6019,28734,9475,19259,4577
9,190,District - Deoria (59),Rural,20-24,222845,107582,115263,34311,7996,3834,37886,8788,29098,8021
9,190,District - Deoria (59),Rural,Adolescent (10-19),696754,351375,345379,111468,26506,13225,53974,20379,33595,5745
9,190,District - Deoria (59),Rural,Youth (15-24),548791,269149,279642,86060,20227,9853,66620,18263,48357,12598
9,190,District - Deoria (59),Urban,All Ages,316803,164325,152478,27709,6948,3628,95991,40326,55665,3178
9,190,District - Deoria (59),Urban,10-14,37786,19807,17979,3691,896,475,3304,1582,1722,19
9,190,District - Deoria (59),Urban,15-19,37715,19693,18022,3390,806,422,3576,1755,1821,167
9,190,District - Deoria (59),Urban,20-24,31085,16713,14372,2569,647,355,3505,1470,2035,320
9,190,District - Deoria (59),Urban,Adolescent (10-19),75501,39500,36001,7081,1702,897,6880,3337,3543,186
9,190,District - Deoria (59),Urban,Youth (15-24),68800,36406,32394,5959,1453,777,7081,3225,3856,487
9,191,District - Azamgarh (60),Total,All Ages,4613913,2285004,2328909,1171378,9327,4690,1841996,725590,1116406,153665
9,191,District - Azamgarh (60),Total,10-14,626528,319795,306733,163790,1221,613,38795,17556,21239,2668
9,191,District - Azamgarh (60),Total,15-19,558680,275558,283122,146028,1099,573,44199,16687,27512,8668
9,191,District - Azamgarh (60),Total,20-24,376175,183985,192190,89131,749,371,56420,15906,40514,15123
9,191,District - Azamgarh (60),Total,Adolescent (10-19),1185208,595353,589855,309818,2320,1186,82994,34243,48751,11336
9,191,District - Azamgarh (60),Total,Youth (15-24),934855,459543,475312,235159,1848,944,100619,32593,68026,23791
9,191,District - Azamgarh (60),Rural,All Ages,4220512,2082707,2137805,1123453,8276,4148,1709369,666250,1043119,150567
9,191,District - Azamgarh (60),Rural,10-14,573710,292885,280825,157222,1110,561,32836,14609,18227,2619
9,191,District - Azamgarh (60),Rural,15-19,507798,249427,258371,139673,987,513,38452,13787,24665,8445
9,191,District - Azamgarh (60),Rural,20-24,336344,162731,173613,84784,631,310,50636,13219,37417,14795
9,191,District - Azamgarh (60),Rural,Adolescent (10-19),1081508,542312,539196,296895,2097,1074,71288,28396,42892,11064
9,191,District - Azamgarh (60),Rural,Youth (15-24),844142,412158,431984,224457,1618,823,89088,27006,62082,23240
9,191,District - Azamgarh (60),Urban,All Ages,393401,202297,191104,47925,1051,542,132627,59340,73287,3098
9,191,District - Azamgarh (60),Urban,10-14,52818,26910,25908,6568,111,52,5959,2947,3012,49
9,191,District - Azamgarh (60),Urban,15-19,50882,26131,24751,6355,112,60,5747,2900,2847,223
9,191,District - Azamgarh (60),Urban,20-24,39831,21254,18577,4347,118,61,5784,2687,3097,328
9,191,District - Azamgarh (60),Urban,Adolescent (10-19),103700,53041,50659,12923,223,112,11706,5847,5859,272
9,191,District - Azamgarh (60),Urban,Youth (15-24),90713,47385,43328,10702,230,121,11531,5587,5944,551
9,192,District - Mau (61),Total,All Ages,2205968,1114709,1091259,474537,22915,11464,842924,341627,501297,67343
9,192,District - Mau (61),Total,10-14,293821,150624,143197,63579,3035,1532,20027,9479,10548,999
9,192,District - Mau (61),Total,15-19,262360,132784,129576,57941,2730,1328,20479,8498,11981,3480
9,192,District - Mau (61),Total,20-24,182717,93229,89488,37212,1851,934,24462,7910,16552,6547
9,192,District - Mau (61),Total,Adolescent (10-19),556181,283408,272773,121520,5765,2860,40506,17977,22529,4479
9,192,District - Mau (61),Total,Youth (15-24),445077,226013,219064,95153,4581,2262,44941,16408,28533,10027
9,192,District - Mau (61),Rural,All Ages,1706760,858843,847917,422657,21302,10637,671008,265237,405771,62854
9,192,District - Mau (61),Rural,10-14,226251,116094,110157,56604,2836,1429,12566,5641,6925,932
9,192,District - Mau (61),Rural,15-19,198667,100318,98349,51119,2517,1225,13554,5157,8397,3214
9,192,District - Mau (61),Rural,20-24,132994,66943,66051,32767,1679,835,17664,4923,12741,6118
9,192,District - Mau (61),Rural,Adolescent (10-19),424918,216412,208506,107723,5353,2654,26120,10798,15322,4146
9,192,District - Mau (61),Rural,Youth (15-24),331661,167261,164400,83886,4196,2060,31218,10080,21138,9332
9,192,District - Mau (61),Urban,All Ages,499208,255866,243342,51880,1613,827,171916,76390,95526,4489
9,192,District - Mau (61),Urban,10-14,67570,34530,33040,6975,199,103,7461,3838,3623,67
9,192,District - Mau (61),Urban,15-19,63693,32466,31227,6822,213,103,6925,3341,3584,266
9,192,District - Mau (61),Urban,20-24,49723,26286,23437,4445,172,99,6798,2987,3811,429
9,192,District - Mau (61),Urban,Adolescent (10-19),131263,66996,64267,13797,412,206,14386,7179,7207,333
9,192,District - Mau (61),Urban,Youth (15-24),113416,58752,54664,11267,385,202,13723,6328,7395,695
9,193,District - Ballia (62),Total,All Ages,3239774,1672902,1566872,494698,110114,56817,1276184,511942,764242,161192
9,193,District - Ballia (62),Total,10-14,408496,214040,194456,65739,14787,7809,39319,17051,22268,3478
9,193,District - Ballia (62),Total,15-19,366063,195130,170933,58277,12216,6541,41256,16176,25080,9224
9,193,District - Ballia (62),Total,20-24,257479,135719,121760,37999,8684,4539,45995,13849,32146,14888
9,193,District - Ballia (62),Total,Adolescent (10-19),774559,409170,365389,124016,27003,14350,80575,33227,47348,12702
9,193,District - Ballia (62),Total,Youth (15-24),623542,330849,292693,96276,20900,11080,87251,30025,57226,24112
9,193,District - Ballia (62),Rural,All Ages,2935665,1514018,1421647,466723,99178,51047,1177030,468987,708043,154023
9,193,District - Ballia (62),Rural,10-14,372778,195178,177600,62036,13370,7063,35146,14988,20158,3350
9,193,District - Ballia (62),Rural,15-19,329665,175753,153912,54786,10935,5828,36986,14149,22837,8763
9,193,District - Ballia (62),Rural,20-24,229031,120287,108744,35728,7683,3969,42055,12203,29852,14191
9,193,District - Ballia (62),Rural,Adolescent (10-19),702443,370931,331512,116822,24305,12891,72132,29137,42995,12113
9,193,District - Ballia (62),Rural,Youth (15-24),558696,296040,262656,90514,18618,9797,79041,26352,52689,22954
9,193,District - Ballia (62),Urban,All Ages,304109,158884,145225,27975,10936,5770,99154,42955,56199,7169
9,193,District - Ballia (62),Urban,10-14,35718,18862,16856,3703,1417,746,4173,2063,2110,128
9,193,District - Ballia (62),Urban,15-19,36398,19377,17021,3491,1281,713,4270,2027,2243,461
9,193,District - Ballia (62),Urban,20-24,28448,15432,13016,2271,1001,570,3940,1646,2294,697
9,193,District - Ballia (62),Urban,Adolescent (10-19),72116,38239,33877,7194,2698,1459,8443,4090,4353,589
9,193,District - Ballia (62),Urban,Youth (15-24),64846,34809,30037,5762,2282,1283,8210,3673,4537,1158
9,194,District - Jaunpur (63),Total,All Ages,4494204,2220465,2273739,990345,4736,2363,1762527,655071,1107456,203295
9,194,District - Jaunpur (63),Total,10-14,598761,309313,289448,135800,626,328,36109,15826,20283,3661
9,194,District - Jaunpur (63),Total,15-19,527840,264143,263697,113043,479,232,41933,14577,27356,11842
9,194,District - Jaunpur (63),Total,20-24,372524,179487,193037,76423,354,160,59250,13690,45560,21154
9,194,District - Jaunpur (63),Total,Adolescent (10-19),1126601,573456,553145,248843,1105,560,78042,30403,47639,15503
9,194,District - Jaunpur (63),Total,Youth (15-24),900364,443630,456734,189466,833,392,101183,28267,72916,32996
9,194,District - Jaunpur (63),Rural,All Ages,4147624,2041217,2106407,959704,4486,2237,1656580,609019,1047561,197762
9,194,District - Jaunpur (63),Rural,10-14,557407,287778,269629,131797,593,315,32453,14001,18452,3582
9,194,District - Jaunpur (63),Rural,15-19,484491,241614,242877,109103,458,221,37770,12432,25338,11498
9,194,District - Jaunpur (63),Rural,20-24,335956,160151,175805,73527,327,148,54781,11746,43035,20516
9,194,District - Jaunpur (63),Rural,Adolescent (10-19),1041898,529392,512506,240900,1051,536,70223,26433,43790,15080
9,194,District - Jaunpur (63),Rural,Youth (15-24),820447,401765,418682,182630,785,369,92551,24178,68373,32014
9,194,District - Jaunpur (63),Urban,All Ages,346580,179248,167332,30641,250,126,105947,46052,59895,5533
9,194,District - Jaunpur (63),Urban,10-14,41354,21535,19819,4003,33,13,3656,1825,1831,79
9,194,District - Jaunpur (63),Urban,15-19,43349,22529,20820,3940,21,11,4163,2145,2018,344
9,194,District - Jaunpur (63),Urban,20-24,36568,19336,17232,2896,27,12,4469,1944,2525,638
9,194,District - Jaunpur (63),Urban,Adolescent (10-19),84703,44064,40639,7943,54,24,7819,3970,3849,423
9,194,District - Jaunpur (63),Urban,Youth (15-24),79917,41865,38052,6836,48,23,8632,4089,4543,982
9,195,District - Ghazipur (64),Total,All Ages,3620268,1855075,1765193,726641,28712,14664,1422719,561522,861197,219929
9,195,District - Ghazipur (64),Total,10-14,461695,240337,221358,95488,3597,1893,33076,14718,18358,4091
9,195,District - Ghazipur (64),Total,15-19,404767,213785,190982,81839,3165,1664,34215,12865,21350,11991
9,195,District - Ghazipur (64),Total,20-24,289036,150812,138224,54553,2320,1181,43816,11824,31992,22124
9,195,District - Ghazipur (64),Total,Adolescent (10-19),866462,454122,412340,177327,6762,3557,67291,27583,39708,16082
9,195,District - Ghazipur (64),Total,Youth (15-24),693803,364597,329206,136392,5485,2845,78031,24689,53342,34115
9,195,District - Ghazipur (64),Rural,All Ages,3345908,1711651,1634257,700013,27218,13873,1338167,525180,812987,215483
9,195,District - Ghazipur (64),Rural,10-14,429291,223260,206031,92161,3454,1823,30232,13255,16977,4012
9,195,District - Ghazipur (64),Rural,15-19,371242,196046,175196,78521,2984,1564,31376,11477,19899,11689
9,195,District - Ghazipur (64),Rural,20-24,262029,136131,125898,52205,2178,1099,40886,10582,30304,21650
9,195,District - Ghazipur (64),Rural,Adolescent (10-19),800533,419306,381227,170682,6438,3387,61608,24732,36876,15701
9,195,District - Ghazipur (64),Rural,Youth (15-24),633271,332177,301094,130726,5162,2663,72262,22059,50203,33339
9,195,District - Ghazipur (64),Urban,All Ages,274360,143424,130936,26628,1494,791,84552,36342,48210,4446
9,195,District - Ghazipur (64),Urban,10-14,32404,17077,15327,3327,143,70,2844,1463,1381,79
9,195,District - Ghazipur (64),Urban,15-19,33525,17739,15786,3318,181,100,2839,1388,1451,302
9,195,District - Ghazipur (64),Urban,20-24,27007,14681,12326,2348,142,82,2930,1242,1688,474
9,195,District - Ghazipur (64),Urban,Adolescent (10-19),65929,34816,31113,6645,324,170,5683,2851,2832,381
9,195,District - Ghazipur (64),Urban,Youth (15-24),60532,32420,28112,5666,323,182,5769,2630,3139,776
9,196,District - Chandauli (65),Total,All Ages,1952756,1017905,934851,446786,41725,21571,778150,318451,459699,81869
9,196,District - Chandauli (65),Total,10-14,247411,130193,117218,58044,5295,2720,19978,9332,10646,1121
9,196,District - Chandauli (65),Total,15-19,212657,114913,97744,47197,4484,2364,21515,8864,12651,4380
9,196,District - Chandauli (65),Total,20-24,164182,87445,76737,35174,3351,1755,28827,9026,19801,8396
