State Code,District Code,Area Name,Total/ Rural/ Urban,Adolescent and youth categories,Total Population - Persons,Total Population - Males,Total Population - Females,Scheduled Caste - Persons,Scheduled Tribe - Persons,Scheduled Tribe - Males,Illiiterates - Total - Persons,Illiiterates - Total - Males,Illiiterates - Total - Females,Main Worker - Agricultural labourers - Persons
29,568,District - Shimoga (14),Urban,15-19,61006,30769,30237,9019,1672,846,1348,694,654,508
29,568,District - Shimoga (14),Urban,20-24,61502,30246,31256,8797,1704,819,2439,1112,1327,952
29,568,District - Shimoga (14),Urban,Adolescent (10-19),117608,59535,58073,17487,3117,1566,2550,1290,1260,563
29,568,District - Shimoga (14),Urban,Youth (15-24),122508,61015,61493,17816,3376,1665,3787,1806,1981,1460
29,569,District - Udupi (15),Total,All Ages,1177361,562131,615230,75429,52897,26228,250932,96427,154505,45390
29,569,District - Udupi (15),Total,10-14,91113,46336,44777,6557,4792,2461,1729,810,919,214
29,569,District - Udupi (15),Total,15-19,100319,50084,50235,7021,4781,2369,1477,679,798,1297
29,569,District - Udupi (15),Total,20-24,111819,52110,59709,8452,5478,2621,2394,921,1473,3446
29,569,District - Udupi (15),Total,Adolescent (10-19),191432,96420,95012,13578,9573,4830,3206,1489,1717,1511
29,569,District - Udupi (15),Total,Youth (15-24),212138,102194,109944,15473,10259,4990,3871,1600,2271,4743
29,569,District - Udupi (15),Rural,All Ages,843300,398847,444453,55996,41596,20630,198054,74538,123516,42431
29,569,District - Udupi (15),Rural,10-14,66661,33883,32778,5027,3836,1975,1263,600,663,211
29,569,District - Udupi (15),Rural,15-19,73891,36695,37196,5392,3824,1880,1026,474,552,1267
29,569,District - Udupi (15),Rural,20-24,81708,37291,44417,6330,4268,2020,1712,660,1052,3275
29,569,District - Udupi (15),Rural,Adolescent (10-19),140552,70578,69974,10419,7660,3855,2289,1074,1215,1478
29,569,District - Udupi (15),Rural,Youth (15-24),155599,73986,81613,11722,8092,3900,2738,1134,1604,4542
29,569,District - Udupi (15),Urban,All Ages,334061,163284,170777,19433,11301,5598,52878,21889,30989,2959
29,569,District - Udupi (15),Urban,10-14,24452,12453,11999,1530,956,486,466,210,256,3
29,569,District - Udupi (15),Urban,15-19,26428,13389,13039,1629,957,489,451,205,246,30
29,569,District - Udupi (15),Urban,20-24,30111,14819,15292,2122,1210,601,682,261,421,171
29,569,District - Udupi (15),Urban,Adolescent (10-19),50880,25842,25038,3159,1913,975,917,415,502,33
29,569,District - Udupi (15),Urban,Youth (15-24),56539,28208,28331,3751,2167,1090,1133,466,667,201
29,570,District - Chikmagalur (16),Total,All Ages,1137961,566622,571339,253651,44970,21990,319616,128365,191251,92037
29,570,District - Chikmagalur (16),Total,10-14,103500,52708,50792,26658,4820,2371,2477,1116,1361,667
29,570,District - Chikmagalur (16),Total,15-19,101692,51215,50477,25841,4484,2255,2941,1180,1761,5584
29,570,District - Chikmagalur (16),Total,20-24,103307,50396,52911,25680,4548,2262,6047,2060,3987,9985
29,570,District - Chikmagalur (16),Total,Adolescent (10-19),205192,103923,101269,52499,9304,4626,5418,2296,3122,6251
29,570,District - Chikmagalur (16),Total,Youth (15-24),204999,101611,103388,51521,9032,4517,8988,3240,5748,15569
29,570,District - Chikmagalur (16),Rural,All Ages,898453,447545,450908,218406,40142,19627,270370,107359,163011,87526
29,570,District - Chikmagalur (16),Rural,10-14,80740,41391,39349,22666,4272,2116,2010,904,1106,644
29,570,District - Chikmagalur (16),Rural,15-19,78056,39713,38343,21586,3968,2001,2454,963,1491,5387
29,570,District - Chikmagalur (16),Rural,20-24,79749,39192,40557,21752,4037,2014,5142,1687,3455,9542
29,570,District - Chikmagalur (16),Rural,Adolescent (10-19),158796,81104,77692,44252,8240,4117,4464,1867,2597,6031
29,570,District - Chikmagalur (16),Rural,Youth (15-24),157805,78905,78900,43338,8005,4015,7596,2650,4946,14929
29,570,District - Chikmagalur (16),Urban,All Ages,239508,119077,120431,35245,4828,2363,49246,21006,28240,4511
29,570,District - Chikmagalur (16),Urban,10-14,22760,11317,11443,3992,548,255,467,212,255,23
29,570,District - Chikmagalur (16),Urban,15-19,23636,11502,12134,4255,516,254,487,217,270,197
29,570,District - Chikmagalur (16),Urban,20-24,23558,11204,12354,3928,511,248,905,373,532,443
29,570,District - Chikmagalur (16),Urban,Adolescent (10-19),46396,22819,23577,8247,1064,509,954,429,525,220
29,570,District - Chikmagalur (16),Urban,Youth (15-24),47194,22706,24488,8183,1027,502,1392,590,802,640
29,571,District - Tumkur (17),Total,All Ages,2678980,1350594,1328386,506901,209559,105265,865589,344570,521019,220018
29,571,District - Tumkur (17),Total,10-14,238259,124775,113484,49254,19019,9776,5016,2298,2718,1387
29,571,District - Tumkur (17),Total,15-19,247643,129870,117773,50752,19795,10443,6823,2903,3920,14387
29,571,District - Tumkur (17),Total,20-24,246216,126235,119981,48379,20133,10184,14334,5067,9267,25546
29,571,District - Tumkur (17),Total,Adolescent (10-19),485902,254645,231257,100006,38814,20219,11839,5201,6638,15774
29,571,District - Tumkur (17),Total,Youth (15-24),493859,256105,237754,99131,39928,20627,21157,7970,13187,39933
29,571,District - Tumkur (17),Rural,All Ages,2079902,1048710,1031192,429957,180024,90558,735464,288388,447076,214945
29,571,District - Tumkur (17),Rural,10-14,183324,96472,86852,41323,16310,8460,3998,1768,2230,1363
29,571,District - Tumkur (17),Rural,15-19,188376,99525,88851,42342,16860,8915,5378,2152,3226,14185
29,571,District - Tumkur (17),Rural,20-24,185233,95974,89259,40071,17000,8659,11547,3862,7685,25087
29,571,District - Tumkur (17),Rural,Adolescent (10-19),371700,195997,175703,83665,33170,17375,9376,3920,5456,15548
29,571,District - Tumkur (17),Rural,Youth (15-24),373609,195499,178110,82413,33860,17574,16925,6014,10911,39272
29,571,District - Tumkur (17),Urban,All Ages,599078,301884,297194,76944,29535,14707,130125,56182,73943,5073
29,571,District - Tumkur (17),Urban,10-14,54935,28303,26632,7931,2709,1316,1018,530,488,24
29,571,District - Tumkur (17),Urban,15-19,59267,30345,28922,8410,2935,1528,1445,751,694,202
29,571,District - Tumkur (17),Urban,20-24,60983,30261,30722,8308,3133,1525,2787,1205,1582,459
29,571,District - Tumkur (17),Urban,Adolescent (10-19),114202,58648,55554,16341,5644,2844,2463,1281,1182,226
29,571,District - Tumkur (17),Urban,Youth (15-24),120250,60606,59644,16718,6068,3053,4232,1956,2276,661
29,572,District - Bangalore (18),Total,All Ages,9621551,5022661,4598890,1198385,190239,99164,2109275,944620,1164655,77294
29,572,District - Bangalore (18),Total,10-14,728636,375422,353214,111014,15948,8195,28407,13602,14805,577
29,572,District - Bangalore (18),Total,15-19,774999,399402,375597,118052,17642,9029,33071,15606,17465,3461
29,572,District - Bangalore (18),Total,20-24,1094930,567855,527075,140285,24599,12524,64403,27091,37312,8721
29,572,District - Bangalore (18),Total,Adolescent (10-19),1503635,774824,728811,229066,33590,17224,61478,29208,32270,4038
29,572,District - Bangalore (18),Total,Youth (15-24),1869929,967257,902672,258337,42241,21553,97474,42697,54777,12182
29,572,District - Bangalore (18),Rural,All Ages,871607,464256,407351,199870,28415,14940,268748,115430,153318,35954
29,572,District - Bangalore (18),Rural,10-14,70856,36764,34092,18829,2574,1282,2620,1150,1470,229
29,572,District - Bangalore (18),Rural,15-19,78108,41241,36867,20094,2781,1402,3656,1608,2048,1735
29,572,District - Bangalore (18),Rural,20-24,112879,62330,50549,23255,3896,2016,8086,3269,4817,3603
29,572,District - Bangalore (18),Rural,Adolescent (10-19),148964,78005,70959,38923,5355,2684,6276,2758,3518,1964
29,572,District - Bangalore (18),Rural,Youth (15-24),190987,103571,87416,43349,6677,3418,11742,4877,6865,5338
29,572,District - Bangalore (18),Urban,All Ages,8749944,4558405,4191539,998515,161824,84224,1840527,829190,1011337,41340
29,572,District - Bangalore (18),Urban,10-14,657780,338658,319122,92185,13374,6913,25787,12452,13335,348
29,572,District - Bangalore (18),Urban,15-19,696891,358161,338730,97958,14861,7627,29415,13998,15417,1726
29,572,District - Bangalore (18),Urban,20-24,982051,505525,476526,117030,20703,10508,56317,23822,32495,5118
29,572,District - Bangalore (18),Urban,Adolescent (10-19),1354671,696819,657852,190143,28235,14540,55202,26450,28752,2074
29,572,District - Bangalore (18),Urban,Youth (15-24),1678942,863686,815256,214988,35564,18135,85732,37820,47912,6844
29,573,District - Mandya (19),Total,All Ages,1805769,905085,900684,265294,22402,11310,656120,266417,389703,147093
29,573,District - Mandya (19),Total,10-14,153314,79865,73449,23987,2067,1103,3451,1568,1883,874
29,573,District - Mandya (19),Total,15-19,162126,84088,78038,25704,2126,1086,4914,2200,2714,8019
29,573,District - Mandya (19),Total,20-24,170210,87021,83189,27576,2262,1127,10951,4285,6666,15375
29,573,District - Mandya (19),Total,Adolescent (10-19),315440,163953,151487,49691,4193,2189,8365,3768,4597,8893
29,573,District - Mandya (19),Total,Youth (15-24),332336,171109,161227,53280,4388,2213,15865,6485,9380,23394
29,573,District - Mandya (19),Rural,All Ages,1497407,751243,746164,221943,17361,8814,578118,233339,344779,141647
29,573,District - Mandya (19),Rural,10-14,125739,65972,59767,19832,1636,885,2896,1291,1605,853
29,573,District - Mandya (19),Rural,15-19,133771,69978,63793,21397,1660,877,4055,1771,2284,7821
29,573,District - Mandya (19),Rural,20-24,139712,72380,67332,22938,1697,878,9223,3533,5690,14965
29,573,District - Mandya (19),Rural,Adolescent (10-19),259510,135950,123560,41229,3296,1762,6951,3062,3889,8674
29,573,District - Mandya (19),Rural,Youth (15-24),273483,142358,131125,44335,3357,1755,13278,5304,7974,22786
29,573,District - Mandya (19),Urban,All Ages,308362,153842,154520,43351,5041,2496,78002,33078,44924,5446
29,573,District - Mandya (19),Urban,10-14,27575,13893,13682,4155,431,218,555,277,278,21
29,573,District - Mandya (19),Urban,15-19,28355,14110,14245,4307,466,209,859,429,430,198
29,573,District - Mandya (19),Urban,20-24,30498,14641,15857,4638,565,249,1728,752,976,410
29,573,District - Mandya (19),Urban,Adolescent (10-19),55930,28003,27927,8462,897,427,1414,706,708,219
29,573,District - Mandya (19),Urban,Youth (15-24),58853,28751,30102,8945,1031,458,2587,1181,1406,608
29,574,District - Hassan (20),Total,All Ages,1776421,883667,892754,345031,32329,15986,551165,214831,336334,107427
29,574,District - Hassan (20),Total,10-14,152557,77307,75250,33739,3026,1521,3252,1501,1751,601
29,574,District - Hassan (20),Total,15-19,154538,77843,76695,33857,2903,1470,4079,1695,2384,6427
29,574,District - Hassan (20),Total,20-24,165984,83519,82465,36055,3091,1500,9396,3228,6168,12289
29,574,District - Hassan (20),Total,Adolescent (10-19),307095,155150,151945,67596,5929,2991,7331,3196,4135,7028
29,574,District - Hassan (20),Total,Youth (15-24),320522,161362,159160,69912,5994,2970,13475,4923,8552,18716
29,574,District - Hassan (20),Rural,All Ages,1399658,695583,704075,298013,27896,13779,474087,182003,292084,104379
29,574,District - Hassan (20),Rural,10-14,117870,59751,58119,28701,2576,1288,2581,1180,1401,593
29,574,District - Hassan (20),Rural,15-19,120003,60761,59242,28813,2476,1250,3394,1354,2040,6314
29,574,District - Hassan (20),Rural,20-24,129022,65936,63086,30879,2636,1291,8112,2641,5471,11992
29,574,District - Hassan (20),Rural,Adolescent (10-19),237873,120512,117361,57514,5052,2538,5975,2534,3441,6907
29,574,District - Hassan (20),Rural,Youth (15-24),249025,126697,122328,59692,5112,2541,11506,3995,7511,18306
29,574,District - Hassan (20),Urban,All Ages,376763,188084,188679,47018,4433,2207,77078,32828,44250,3048
29,574,District - Hassan (20),Urban,10-14,34687,17556,17131,5038,450,233,671,321,350,8
29,574,District - Hassan (20),Urban,15-19,34535,17082,17453,5044,427,220,685,341,344,113
29,574,District - Hassan (20),Urban,20-24,36962,17583,19379,5176,455,209,1284,587,697,297
29,574,District - Hassan (20),Urban,Adolescent (10-19),69222,34638,34584,10082,877,453,1356,662,694,121
29,574,District - Hassan (20),Urban,Youth (15-24),71497,34665,36832,10220,882,429,1969,928,1041,410
29,575,District - Dakshina Kannada (21),Total,All Ages,2089649,1034714,1054935,148178,82268,40961,423326,170695,252631,24717
29,575,District - Dakshina Kannada (21),Total,10-14,175536,90131,85405,13496,6702,3362,2129,956,1173,70
29,575,District - Dakshina Kannada (21),Total,15-19,191035,96754,94281,13708,7365,3824,2273,986,1287,899
29,575,District - Dakshina Kannada (21),Total,20-24,210759,102561,108198,16484,8436,4116,3647,1489,2158,2085
29,575,District - Dakshina Kannada (21),Total,Adolescent (10-19),366571,186885,179686,27204,14067,7186,4402,1942,2460,969
29,575,District - Dakshina Kannada (21),Total,Youth (15-24),401794,199315,202479,30192,15801,7940,5920,2475,3445,2984
29,575,District - Dakshina Kannada (21),Rural,All Ages,1093563,541484,552079,102737,65844,32782,255247,100680,154567,21007
29,575,District - Dakshina Kannada (21),Rural,10-14,94407,48591,45816,9190,5179,2602,1109,495,614,64
29,575,District - Dakshina Kannada (21),Rural,15-19,97957,49827,48130,9319,5658,2945,1014,466,548,803
29,575,District - Dakshina Kannada (21),Rural,20-24,106449,51489,54960,11516,6653,3253,1644,650,994,1848
29,575,District - Dakshina Kannada (21),Rural,Adolescent (10-19),192364,98418,93946,18509,10837,5547,2123,961,1162,867
29,575,District - Dakshina Kannada (21),Rural,Youth (15-24),204406,101316,103090,20835,12311,6198,2658,1116,1542,2651
29,575,District - Dakshina Kannada (21),Urban,All Ages,996086,493230,502856,45441,16424,8179,168079,70015,98064,3710
29,575,District - Dakshina Kannada (21),Urban,10-14,81129,41540,39589,4306,1523,760,1020,461,559,6
29,575,District - Dakshina Kannada (21),Urban,15-19,93078,46927,46151,4389,1707,879,1259,520,739,96
29,575,District - Dakshina Kannada (21),Urban,20-24,104310,51072,53238,4968,1783,863,2003,839,1164,237
29,575,District - Dakshina Kannada (21),Urban,Adolescent (10-19),174207,88467,85740,8695,3230,1639,2279,981,1298,102
29,575,District - Dakshina Kannada (21),Urban,Youth (15-24),197388,97999,99389,9357,3490,1742,3262,1359,1903,333
29,576,District - Kodagu (22),Total,All Ages,554519,274608,279911,73584,58054,28510,141642,59306,82336,12546
29,576,District - Kodagu (22),Total,10-14,52578,26637,25941,7530,5892,2942,1527,696,831,121
29,576,District - Kodagu (22),Total,15-19,47341,23885,23456,6880,4877,2454,1678,747,931,674
29,576,District - Kodagu (22),Total,20-24,47975,23376,24599,7380,5343,2319,3550,1283,2267,1249
29,576,District - Kodagu (22),Total,Adolescent (10-19),99919,50522,49397,14410,10769,5396,3205,1443,1762,795
29,576,District - Kodagu (22),Total,Youth (15-24),95316,47261,48055,14260,10220,4773,5228,2030,3198,1923
29,576,District - Kodagu (22),Rural,All Ages,473531,234161,239370,64618,56298,27643,127470,53241,74229,12248
29,576,District - Kodagu (22),Rural,10-14,45012,22849,22163,6586,5709,2854,1389,630,759,121
29,576,District - Kodagu (22),Rural,15-19,39898,20164,19734,5875,4661,2354,1556,703,853,668
29,576,District - Kodagu (22),Rural,20-24,40616,19747,20869,6362,5158,2235,3313,1191,2122,1232
29,576,District - Kodagu (22),Rural,Adolescent (10-19),84910,43013,41897,12461,10370,5208,2945,1333,1612,789
29,576,District - Kodagu (22),Rural,Youth (15-24),80514,39911,40603,12237,9819,4589,4869,1894,2975,1900
29,576,District - Kodagu (22),Urban,All Ages,80988,40447,40541,8966,1756,867,14172,6065,8107,298
29,576,District - Kodagu (22),Urban,10-14,7566,3788,3778,944,183,88,138,66,72,0
29,576,District - Kodagu (22),Urban,15-19,7443,3721,3722,1005,216,100,122,44,78,6
29,576,District - Kodagu (22),Urban,20-24,7359,3629,3730,1018,185,84,237,92,145,17
29,576,District - Kodagu (22),Urban,Adolescent (10-19),15009,7509,7500,1949,399,188,260,110,150,6
29,576,District - Kodagu (22),Urban,Youth (15-24),14802,7350,7452,2023,401,184,359,136,223,23
29,577,District - Mysore (23),Total,All Ages,3001127,1511600,1489527,536643,334547,166697,1038947,447834,591113,208164
29,577,District - Mysore (23),Total,10-14,264355,134533,129822,50465,31793,16049,7572,3602,3970,1345
29,577,District - Mysore (23),Total,15-19,279357,142682,136675,54916,32894,16822,11758,5276,6482,12065
29,577,District - Mysore (23),Total,20-24,305388,154096,151292,58593,34738,17367,29146,11258,17888,23259
29,577,District - Mysore (23),Total,Adolescent (10-19),543712,277215,266497,105381,64687,32871,19330,8878,10452,13410
29,577,District - Mysore (23),Total,Youth (15-24),584745,296778,287967,113509,67632,34189,40904,16534,24370,35324
29,577,District - Mysore (23),Rural,All Ages,1755714,887500,868214,380388,257081,128281,761044,326766,434278,198403
29,577,District - Mysore (23),Rural,10-14,158948,81046,77902,36233,24887,12572,4642,2167,2475,1310
29,577,District - Mysore (23),Rural,15-19,164208,85247,78961,38748,25304,13055,8145,3540,4605,11691
29,577,District - Mysore (23),Rural,20-24,173079,89297,83782,40995,26180,13259,22115,8294,13821,22429
29,577,District - Mysore (23),Rural,Adolescent (10-19),323156,166293,156863,74981,50191,25627,12787,5707,7080,13001
29,577,District - Mysore (23),Rural,Youth (15-24),337287,174544,162743,79743,51484,26314,30260,11834,18426,34120
29,577,District - Mysore (23),Urban,All Ages,1245413,624100,621313,156255,77466,38416,277903,121068,156835,9761
29,577,District - Mysore (23),Urban,10-14,105407,53487,51920,14232,6906,3477,2930,1435,1495,35
29,577,District - Mysore (23),Urban,15-19,115149,57435,57714,16168,7590,3767,3613,1736,1877,374
29,577,District - Mysore (23),Urban,20-24,132309,64799,67510,17598,8558,4108,7031,2964,4067,830
29,577,District - Mysore (23),Urban,Adolescent (10-19),220556,110922,109634,30400,14496,7244,6543,3171,3372,409
29,577,District - Mysore (23),Urban,Youth (15-24),247458,122234,125224,33766,16148,7875,10644,4700,5944,1204
29,578,District - Chamarajanagar (24),Total,All Ages,1020791,512231,508560,259445,120219,59369,455512,199274,256238,154300
29,578,District - Chamarajanagar (24),Total,10-14,87397,44804,42593,23103,10806,5410,2892,1399,1493,1076
29,578,District - Chamarajanagar (24),Total,15-19,93805,48634,45171,25843,11618,5965,6282,2921,3361,9011
29,578,District - Chamarajanagar (24),Total,20-24,97330,49319,48011,27268,12045,6063,14747,6052,8695,15795
29,578,District - Chamarajanagar (24),Total,Adolescent (10-19),181202,93438,87764,48946,22424,11375,9174,4320,4854,10087
29,578,District - Chamarajanagar (24),Total,Youth (15-24),191135,97953,93182,53111,23663,12028,21029,8973,12056,24806
29,578,District - Chamarajanagar (24),Rural,All Ages,845817,424884,420933,221650,96434,47749,403557,176975,226582,148455
29,578,District - Chamarajanagar (24),Rural,10-14,71498,36670,34828,19559,8710,4303,2581,1243,1338,1052
29,578,District - Chamarajanagar (24),Rural,15-19,76524,39948,36576,21468,9370,4894,5733,2649,3084,8777
29,578,District - Chamarajanagar (24),Rural,20-24,80030,40967,39063,23130,9568,4847,13508,5545,7963,15318
29,578,District - Chamarajanagar (24),Rural,Adolescent (10-19),148022,76618,71404,41027,18080,9197,8314,3892,4422,9829
29,578,District - Chamarajanagar (24),Rural,Youth (15-24),156554,80915,75639,44598,18938,9741,19241,8194,11047,24095
29,578,District - Chamarajanagar (24),Urban,All Ages,174974,87347,87627,37795,23785,11620,51955,22299,29656,5845
29,578,District - Chamarajanagar (24),Urban,10-14,15899,8134,7765,3544,2096,1107,311,156,155,24
29,578,District - Chamarajanagar (24),Urban,15-19,17281,8686,8595,4375,2248,1071,549,272,277,234
29,578,District - Chamarajanagar (24),Urban,20-24,17300,8352,8948,4138,2477,1216,1239,507,732,477
29,578,District - Chamarajanagar (24),Urban,Adolescent (10-19),33180,16820,16360,7919,4344,2178,860,428,432,258
29,578,District - Chamarajanagar (24),Urban,Youth (15-24),34581,17038,17543,8513,4725,2287,1788,779,1009,711
29,579,District - Gulbarga (25),Total,All Ages,2566326,1301755,1264571,648782,65259,32830,1138958,473396,665562,284917
29,579,District - Gulbarga (25),Total,10-14,292225,150737,141488,77769,7808,3950,28539,12276,16263,6150
29,579,District - Gulbarga (25),Total,15-19,285139,149634,135505,72784,7292,3831,45393,19647,25746,28697
29,579,District - Gulbarga (25),Total,20-24,249997,131067,118930,61710,6255,3248,59984,22662,37322,37662
29,579,District - Gulbarga (25),Total,Adolescent (10-19),577364,300371,276993,150553,15100,7781,73932,31923,42009,34847
29,579,District - Gulbarga (25),Total,Youth (15-24),535136,280701,254435,134494,13547,7079,105377,42309,63068,66359
29,579,District - Gulbarga (25),Rural,All Ages,1730775,877144,853631,489697,50074,25232,873447,361794,511653,271689
29,579,District - Gulbarga (25),Rural,10-14,201664,103747,97917,59544,6136,3078,22271,9302,12969,5960
29,579,District - Gulbarga (25),Rural,15-19,192254,102475,89779,54045,5546,2952,36560,15562,20998,27698
29,579,District - Gulbarga (25),Rural,20-24,160712,86109,74603,44258,4599,2431,48115,17955,30160,36085
29,579,District - Gulbarga (25),Rural,Adolescent (10-19),393918,206222,187696,113589,11682,6030,58831,24864,33967,33658
29,579,District - Gulbarga (25),Rural,Youth (15-24),352966,188584,164382,98303,10145,5383,84675,33517,51158,63783
29,579,District - Gulbarga (25),Urban,All Ages,835551,424611,410940,159085,15185,7598,265511,111602,153909,13228
29,579,District - Gulbarga (25),Urban,10-14,90561,46990,43571,18225,1672,872,6268,2974,3294,190
29,579,District - Gulbarga (25),Urban,15-19,92885,47159,45726,18739,1746,879,8833,4085,4748,999
29,579,District - Gulbarga (25),Urban,20-24,89285,44958,44327,17452,1656,817,11869,4707,7162,1577
29,579,District - Gulbarga (25),Urban,Adolescent (10-19),183446,94149,89297,36964,3418,1751,15101,7059,8042,1189
29,579,District - Gulbarga (25),Urban,Youth (15-24),182170,92117,90053,36191,3402,1696,20702,8792,11910,2576
29,580,District - Yadgir (26),Total,All Ages,1174271,590329,583942,273315,146849,73564,664268,283578,380690,162706
29,580,District - Yadgir (26),Total,10-14,140904,72745,68159,34869,18213,9307,29679,11984,17695,8449
29,580,District - Yadgir (26),Total,15-19,125868,67723,58145,28945,16362,8907,38799,16793,22006,22625
29,580,District - Yadgir (26),Total,20-24,104956,54143,50813,22920,13032,6662,43740,16931,26809,22990
29,580,District - Yadgir (26),Total,Adolescent (10-19),266772,140468,126304,63814,34575,18214,68478,28777,39701,31074
29,580,District - Yadgir (26),Total,Youth (15-24),230824,121866,108958,51865,29394,15569,82539,33724,48815,45615
29,580,District - Yadgir (26),Rural,All Ages,953594,479078,474516,241721,128724,64574,579350,248080,331270,155723
29,580,District - Yadgir (26),Rural,10-14,115373,59548,55825,30924,15996,8180,26977,10771,16206,8175
29,580,District - Yadgir (26),Rural,15-19,101572,55203,46369,25154,14224,7788,35205,15179,20026,21788
29,580,District - Yadgir (26),Rural,20-24,83429,43218,40211,19862,11342,5829,39488,15272,24216,22102
29,580,District - Yadgir (26),Rural,Adolescent (10-19),216945,114751,102194,56078,30220,15968,62182,25950,36232,29963
29,580,District - Yadgir (26),Rural,Youth (15-24),185001,98421,86580,45016,25566,13617,74693,30451,44242,43890
29,580,District - Yadgir (26),Urban,All Ages,220677,111251,109426,31594,18125,8990,84918,35498,49420,6983
29,580,District - Yadgir (26),Urban,10-14,25531,13197,12334,3945,2217,1127,2702,1213,1489,274
29,580,District - Yadgir (26),Urban,15-19,24296,12520,11776,3791,2138,1119,3594,1614,1980,837
29,580,District - Yadgir (26),Urban,20-24,21527,10925,10602,3058,1690,833,4252,1659,2593,888
29,580,District - Yadgir (26),Urban,Adolescent (10-19),49827,25717,24110,7736,4355,2246,6296,2827,3469,1111
29,580,District - Yadgir (26),Urban,Youth (15-24),45823,23445,22378,6849,3828,1952,7846,3273,4573,1725
29,581,District - Kolar (27),Total,All Ages,1536401,776396,760005,465867,78875,39997,520182,212286,307896,142049
29,581,District - Kolar (27),Total,10-14,150701,76973,73728,47228,8516,4347,3933,1810,2123,1340
29,581,District - Kolar (27),Total,15-19,155377,80260,75117,48680,8504,4515,6129,2545,3584,9593
29,581,District - Kolar (27),Total,20-24,147972,75342,72630,45741,7257,3830,11658,3931,7727,15110
29,581,District - Kolar (27),Total,Adolescent (10-19),306078,157233,148845,95908,17020,8862,10062,4355,5707,10933
29,581,District - Kolar (27),Total,Youth (15-24),303349,155602,147747,94421,15761,8345,17787,6476,11311,24703
29,581,District - Kolar (27),Rural,All Ages,1056328,535431,520897,327424,72143,36448,406907,163646,243261,136030
29,581,District - Kolar (27),Rural,10-14,103293,52714,50579,34077,7737,3918,2751,1226,1525,1295
29,581,District - Kolar (27),Rural,15-19,106166,55271,50895,34497,7636,3975,4481,1774,2707,9297
29,581,District - Kolar (27),Rural,20-24,98333,51360,46973,31061,6537,3461,8704,2724,5980,14496
29,581,District - Kolar (27),Rural,Adolescent (10-19),209459,107985,101474,68574,15373,7893,7232,3000,4232,10592
29,581,District - Kolar (27),Rural,Youth (15-24),204499,106631,97868,65558,14173,7436,13185,4498,8687,23793
29,581,District - Kolar (27),Urban,All Ages,480073,240965,239108,138443,6732,3549,113275,48640,64635,6019
29,581,District - Kolar (27),Urban,10-14,47408,24259,23149,13151,779,429,1182,584,598,45
29,581,District - Kolar (27),Urban,15-19,49211,24989,24222,14183,868,540,1648,771,877,296
29,581,District - Kolar (27),Urban,20-24,49639,23982,25657,14680,720,369,2954,1207,1747,614
29,581,District - Kolar (27),Urban,Adolescent (10-19),96619,49248,47371,27334,1647,969,2830,1355,1475,341
29,581,District - Kolar (27),Urban,Youth (15-24),98850,48971,49879,28863,1588,909,4602,1978,2624,910
29,582,District - Chikkaballapura (28),Total,All Ages,1255104,636437,618667,312565,156487,79156,471882,194279,277603,154094
29,582,District - Chikkaballapura (28),Total,10-14,122425,63523,58902,33494,15911,8229,3865,1802,2063,1339
29,582,District - Chikkaballapura (28),Total,15-19,125465,66335,59130,32772,16201,8850,5549,2376,3173,10067
29,582,District - Chikkaballapura (28),Total,20-24,115758,59599,56159,28750,14050,7221,11328,3819,7509,16303
29,582,District - Chikkaballapura (28),Total,Adolescent (10-19),247890,129858,118032,66266,32112,17079,9414,4178,5236,11406
29,582,District - Chikkaballapura (28),Total,Youth (15-24),241223,125934,115289,61522,30251,16071,16877,6195,10682,26370
29,582,District - Chikkaballapura (28),Rural,All Ages,973985,494463,479522,272891,139201,70304,393754,160123,233631,148511
29,582,District - Chikkaballapura (28),Rural,10-14,93728,48899,44829,28741,14215,7397,2924,1372,1552,1282
29,582,District - Chikkaballapura (28),Rural,15-19,95631,51312,44319,27778,14081,7679,4044,1691,2353,9752
29,582,District - Chikkaballapura (28),Rural,20-24,87541,46012,41529,24455,12312,6373,8786,2754,6032,15774
29,582,District - Chikkaballapura (28),Rural,Adolescent (10-19),189359,100211,89148,56519,28296,15076,6968,3063,3905,11034
29,582,District - Chikkaballapura (28),Rural,Youth (15-24),183172,97324,85848,52233,26393,14052,12830,4445,8385,25526
29,582,District - Chikkaballapura (28),Urban,All Ages,281119,141974,139145,39674,17286,8852,78128,34156,43972,5583
29,582,District - Chikkaballapura (28),Urban,10-14,28697,14624,14073,4753,1696,832,941,430,511,57
29,582,District - Chikkaballapura (28),Urban,15-19,29834,15023,14811,4994,2120,1171,1505,685,820,315
29,582,District - Chikkaballapura (28),Urban,20-24,28217,13587,14630,4295,1738,848,2542,1065,1477,529
29,582,District - Chikkaballapura (28),Urban,Adolescent (10-19),58531,29647,28884,9747,3816,2003,2446,1115,1331,372
29,582,District - Chikkaballapura (28),Urban,Youth (15-24),58051,28610,29441,9289,3858,2019,4047,1750,2297,844
29,583,District - Bangalore Rural (29),Total,All Ages,990923,509172,481751,213700,52903,27147,302174,123861,178313,59390
29,583,District - Bangalore Rural (29),Total,10-14,87247,45316,41931,21010,5097,2663,2279,1110,1169,328
29,583,District - Bangalore Rural (29),Total,15-19,92094,47615,44479,21916,5111,2658,2256,1053,1203,3228
29,583,District - Bangalore Rural (29),Total,20-24,104190,53706,50484,22752,5645,2933,5126,1854,3272,6297
